id,slug,title,identifier,comment_count,upvote_count,view_count,rating_count,average_rating,post_summary.emotions.overall_sentiment,post_summary.actions.coin_rotation,post_summary.audio_elements.auditory_transcription,post_summary.psycological_view_of_video.trait_one,post_summary.psycological_view_of_video.trait_two,post_summary.psycological_view_of_video.trait_three
623,845e92c938d1f19ff714f98d553d38b7aad91f9b,,0fhR_Jn,0,3,11,0,0,No Data,No Data,No Data,No Data,No Data,No Data
624,6ac50f28d06332893fb9d19e59b1e8614b76aedf,,UOVrvfB,0,0,18,0,0,No Data,No Data,No Data,No Data,No Data,No Data
625,80c0083e229144afa3a84fecff5b432cf131c00c,,s7H_EQ3,1,3,38,0,0,No Data,No Data,No Data,No Data,No Data,No Data
626,471a3f35be8235a61ee88d4520140f054281d7a1,,kvFcqRL,5,6,56,0,0,No Data,No Data,No Data,No Data,No Data,No Data
627,047696492e8885c746c4b2acf2eba24603516fe1,,m2SfB1v,0,0,33,6,34,No Data,No Data,No Data,No Data,No Data,No Data
629,a5949847a195538dfc5e4d3cd87670ec61e28169,,8m9qSNA,0,5,81,6,36,No Data,No Data,No Data,No Data,No Data,No Data
631,d11a7fd73dcb8dab447a909028234232b76422b6,,fOMKAl5,4,7,33,0,0,No Data,No Data,No Data,No Data,No Data,No Data
633,25bcd4ad8ea9d2b5733a4dd00f1e7768e8f906b9,The Perspective Limiter.,rIXSe-8,0,7,60,6,30,No Data,No Data,No Data,No Data,No Data,No Data
634,932e7d6cdffe38070b8f7db74f8f104a1c105df9,gratitube,MEGoNWe,2,7,36,0,0,No Data,No Data,No Data,No Data,No Data,No Data
635,077934a9f99c91635bc9af36b9ee3be3842018aa,The Story Of Partnering With Pillai College To Advance The Startup Ecosystem,EciVctN,2,5,53,0,0,No Data,No Data,No Data,No Data,No Data,No Data
636,65151d2cecee17f8d16d0ebd41501e7cd895c4b4,Joker got something to say.  Join the  Movement to inspire and better people's lives.,FlSBcMB,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
637,871c9348a8110e510bedc5243932b9f2d9371eb9,Ask god and he will answer you.,UHLJ5MH,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
638,96b3c2b4123ad85b7a4ae55fda364bfabe9db76e,"If Liam Neeson was in motivation, this is what he would say.",Oox86lu,0,1,16,10,28,No Data,No Data,No Data,No Data,No Data,No Data
639,60da836e5a420d8f96fbd68d5f651da0ff3120d7,Did you know that Tony Stark said this Find your purpose.  Follow to improve yourself everyday.,nOwfrOo,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
640,afed44296566db46f1560fa80738a4d1292b0a98,"If Bane was in motivation, this is what he would say.",lnSS-yH,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
641,a31701588c6276c675d6b796fd7e1a0f0ff6bc4e,3 types of people you will encounter in life.,iM2qv5I,0,1,16,8,35,No Data,No Data,No Data,No Data,No Data,No Data
642,75a09dc45b4461c2184e36761fb6e9fd1096ff03,Make better choices in life.,eESWZH_,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
643,1303ff4dafc92a6639f583048f079643b655962f,"By the age of 30, you must come to understand these 4 realities...",3amd0y2,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
644,9dd2e5427242e8b0a4ae2919a1e72651a3eadbc3,Be the lion in your own journey.,5v1581Z,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
645,7db58c3f96cd713018bd5c84e72f9e4bf269fc4e,"If you lack discipline, listen to this.",bUxUdtu,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
646,f715d653d9d771322cb6dc1180654454bc2a0273,This is a tribute to Chester Bennington,-CCRUSy,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
647,7a0afb9dd46ba5a14fd347712756b376e430aac7,Show some appreciation to yourself.,xDvXOf6,0,0,17,5,36,No Data,No Data,No Data,No Data,No Data,No Data
648,62d9a799f98327f8a6b8f7c9ab17247a309ab039,Don’t feel nothing for these people. Follow for daily motivational content.,pNPyUun,0,0,8,0,0,No Data,No Data,No Data,No Data,No Data,No Data
650,15938efddecb8f640ceaee9e64545286cd73e1e5,NEVER.,VhbnVk6,0,0,7,2,24,No Data,No Data,No Data,No Data,No Data,No Data
651,0ae8f4a9e08d5990c8f0ca61fc30be2721c96d6b,Speak like an ALPHA.,crYy6zZ,0,0,10,1,27,No Data,No Data,No Data,No Data,No Data,No Data
652,fb06f913c5fe786a315a967561db8c00c66c0b42,Understand one thing about these people.,GESS7QC,0,1,24,8,36,No Data,No Data,No Data,No Data,No Data,No Data
654,9b3e5d94b820ff7615020db59e4753dbe0904118,"Remeber, You have to take risks.",8yF6Dp1,0,1,24,5,46,No Data,No Data,No Data,No Data,No Data,No Data
655,f97ee1de2722a9a342382f23511d7e7ef13d5804,Never forget these people,GxZvr-8,0,1,22,0,0,No Data,No Data,No Data,No Data,No Data,No Data
656,1a7600e80044e232206697a9389aa963139dc9b8,If you’re going through something uncomfortable…remember this,lcIBSbe,0,0,8,0,0,No Data,No Data,No Data,No Data,No Data,No Data
657,73d99c96c017ad966043caa2b2e65617d75d105a,DON’T DOUBT ME.,6AAPCM7,0,3,8,0,0,No Data,No Data,No Data,No Data,No Data,No Data
658,5e741ee3fda9a57909b422a41d3db2ffb003e38e,Rule No. 3. Gratitude.  Follow for more.,CRwlgFO,0,0,17,8,23,No Data,No Data,No Data,No Data,No Data,No Data
659,f0125796c98334b60370955623ef87989b7df483,Give me more of EVERYTHING,6-qxlyK,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
660,ecf284acd82a1982e7280604609b81a4f30eada6,People you should stay away from,pNneRxQ,0,1,6,0,0,No Data,No Data,No Data,No Data,No Data,No Data
662,2784c4a4be8ca626c02862bea64c145f904d2610,Jai Shree Ram,HlO2S57,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
663,535ef4f06f569556a2f4423ec35e02ab1473a94b,Jai Shri Ram   Raghunandana from HanuMan 2024 movie Credits to Artists for the Artworks (Source- Pintrest),fa3GLrB,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
664,ec22b23fff731716015db8255b44c75c0659076b,flarefyfacts - 7327961407444552965,hnK3IRS,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
665,6b93e6b4b3a3fa6e3df7bf0e2868bd13353a50aa,Jai Shree Raam,U1adNWv,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
666,80c2bdecc49e599f43249ea47e4b1424a6afa4dc,Ram Siya Ram Siya Ram Jai Jai Ram,rHtAIgq,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
667,dd6ed1ac07ed5aad88f69bf62ac9446702a56c56,Hanuman Chalisa from HanuMan 2024,QbM33Ri,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
668,011f11b13ecf517a74605b022a17fce368caec5f,Glory to Sita and Rama.,0OI_qvK,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
669,9d86295a346d138b9fefd5f476e31b79d24cc37f,Jai Shri Ram  Hanuman 2024,xRyMYF9,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
670,a532b6775a9f69ad2070956a171d918c4d5f4b7e,JAI SHREE RAM,J8GSIDT,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
671,6d7cd049daa26476fc8ca943b976b45a3e9f25a1,I am the way,2D-1C65,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
672,c5fc138aa67b5e05d345eac79706be72f097d93d,The lord is my light,uhI5pHF,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
673,5a7faf77b7b03df2b0f22b9dc2d4b35059395541,i love this song  -,6_z1NbZ,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
674,4f22af251408395a136066ce4b75e2a65d80ef90,He can fix -   -,kvtOTwd,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
675,49d265dcb956897c17e20908c68cf7da1bf6588e,Come to me,P4K4OYY,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
676,d416f0963f280160d4d02d2eeada8c2d6dc78d23,YOU’RE SO RIGHT -,cm8QR7C,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
677,52e65d70482ea0687190d9deab7a9b23db6b1718,me playing fortnite  - ib-  -,ieqZFgm,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
678,942789f3031cd3aa274acc4f592279a227757012,back 2 og edits -,RevwPBh,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
679,871c90e75880061f58d05c895efba1f51ae3cbeb,A man familiar with pain,qnltTiv,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
680,3751dc143ef10bd39b4f54bb0f810558c5c49867,i’m christian  -,lVm3Os8,0,1,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
681,0761e0a9897cc717413798207bbb899ba64cf6d0,Remember the former things,hWlA3fR,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
682,9ac2e94d53277dfe0d77d16584d7607c835767e7,SILENCE -,WiJ8F4-,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
683,2531526b7a61d13b7042c9ec41f107aba48574bc,i’m literally him - ib-  -,iyClW3E,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
684,81278d51b923227ae8e4c5da942d1d8b7f2f1d43,You will never enter the kingdom untill,-X1ST1O,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
685,de3ad26b24828fc56bcf79e2577aac8f6a9f5fd3,Why Lust is a Sin,nDoJZeQ,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
686,3c241135f6912d5e790a200ad243ba2b5026295b,What will you do in the end,p--GEPc,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
687,dc0f546db4616da5595779eadd4afb5efab21837,Do not fear I am with you,isW62Tj,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
689,21d9b6be9e15deeaa85d0d8e4a541785bb6afbb0,elden ring reference -,9IUg34-,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
690,675383792861e4f6a57355bd92f6cbd172e21910,Eyes of the loard,r7vdU84,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
691,abf1bf3e2c186fc22ef021cdf1a91d4f34370799,SKY -,Gi36LIE,0,0,9,4,34,No Data,No Data,No Data,No Data,No Data,No Data
692,43fb0623c918eda4fb4226db2b7d857c6b8a074a,Lord is near to the broken heart,YuuU1tF,0,1,8,5,37,No Data,No Data,No Data,No Data,No Data,No Data
693,1623c30d3c244aa20e336f7e9b55e1e5d771d934,reject paganism -,pomzih2,0,1,22,5,35,No Data,No Data,No Data,No Data,No Data,No Data
694,79466cc5302a82fbb3c803b58049463dfd14550c,Teacher the greatest commendent to the loard,ALNHb5l,0,1,22,8,37,No Data,No Data,No Data,No Data,No Data,No Data
695,e0f4d3e708be857d7f2b609c501d56e3f0a84897,repost of the collab with better quality and some improvements - ib-,RwvvzFU,0,1,17,5,36,No Data,No Data,No Data,No Data,No Data,No Data
696,e714527c3b8df7844aa40f7d78f5245f95698eab,I am with you,tMv0JTK,0,0,20,7,35,No Data,No Data,No Data,No Data,No Data,No Data
697,7683f5402a00c786ac37f2693604e92ae3e6ad16,I am strong enough to save you,ALpL0nG,0,1,20,5,49,No Data,No Data,No Data,No Data,No Data,No Data
698,f5cc5ffc23ef99fd59e917820c73b3a758945376,Gain the whole world,yMTkIXW,0,2,23,8,40,No Data,No Data,No Data,No Data,No Data,No Data
699,38b3ba1cef3ad2121ea1b332e619bc4cf6b4ed9d,Jai Shree Ram,lSaoK7Q,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
700,cede0246d50e683d93c4d191dda658aed3f06d2a,"Sri Ramdootha Stotram Jai Shri Ram All credits to the artists for their artworks. Source- ArtStation, Twitter and Pintrest.   Sri Ramdootha Stotram OST from HanuMaan",NLZ262o,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
701,99276a468d370d913b726f415194b539cc3b3af9,Rama and sita,LWzd7SN,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
702,671287dfb297579e1a6647017e36e66b077fc70c,Jai Shri Ram   Manojavam Marutatulya,ckTMNyQ,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
703,ca68ca040c51689cf8386eddc1abd8cee0dd4d25,Jai Shri Ram Jai Hanuman,vxtf3l9,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
704,e983cd0997b7a7356952259550a9febba65d9665,Jai Shri Ram   Raghunandana from HanuMan 2024,GrTJz05,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
705,ea85efa49fbcb3f5d1db8e0a9863c0f8ded2e7a8,hey mahveer karo kalayan  Jai Shree Ram,_EKkC72,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
706,f0f43ec9c69f5929a0f3d11b75f880fefb7c8e8b,Jai Shri Ram Jai Hanuman  Anjanadri Theme from HanuMan 2024 movie Credits to Artists for the Artworks,WFDD-i8,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
707,d49296cc99f6c0a94a5a5e8768891ad01cbd79ea,Jai Shri Ram Jai Hanuman  Anjanadri Theme from HanuMan 2024 movie,ugtvtSv,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
708,626b7cb802f1cdad5af06e28551096a380ef2cf0,𝗠𝗮𝗻𝘁𝗿𝗼𝗻 𝗦𝗲 𝗕𝗮𝗱𝗵𝗸𝗲 𝗧𝗲𝗿𝗮 𝗡𝗮𝗮𝗺 𝗜 𝗝𝗮𝗶 𝗦𝗵𝗿𝗲𝗲 𝗥𝗮𝗺 𝗜,XJPrc7j,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
709,c5b6e4eedec535b1d645ed94bb55d0824605efc3,Jai Shree Ram   O M,wur0Zc5,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
711,4f78f3aeefd69601e384f7023c02106367f6bfcd,Om Parashuhastaya Namah,UeJQJK8,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
712,4811c8c1d51e06b21e3814b2cdd4bc99fde63993,Raam Raam,rZexEPd,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
713,763187e798a5a05ec11ac86c7f4ad6e3f2cae287,Jai Shree Raam,rJ0Ganl,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
714,a885b4bad7374ebe79a18e008bbe1115e66ee406,Raam Raam,icZXa_8,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
715,48e03de1453ddb4323b8028d8b83c45e972d22a1,जय श्रीराम  जय बजरंगबली,xcPYYgE,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
716,95129cb1cbf4bba27ea71b682649595a9833c028,Ram... ram mantera ucharan,fwnRImc,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
717,d83bac17d8b3ece3d24de8d19b9bc4770dd9b7bb,Raghu pati raghav raja ram patit pawan sita ram songJai Shree Raam,iDurBSi,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
718,55d3399e2384b8748c78dd69588de41f2db37655,mahakalnamahshivay,J65bPpE,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
719,6266612f789116c43cf1d55b0b9cd259e30e95f0,Jai Shree Ram baghat hanuman,-H4v6Ky,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
720,6eaaaf9bfdfee2375576208f7c4e91c667793155,"Visual of ram inside hanum,an",sAN65yZ,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
721,1625481aa5d733e867361c19489f1780400ef4cb,reject the world. -,JF4Xr37,1,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
722,5df83520404c7b7a937cbbab4a0b968845a97ce0,He saved us -,BBPGQX2,1,1,21,6,25,No Data,No Data,No Data,No Data,No Data,No Data
723,2841d82eebd6fbdbde62cd5c359c908e1ebb0c4e,"SAVE FROM MYSEEELF, thanks for 200k guys, and thanks God! -",21cpR23,0,1,11,7,31,No Data,No Data,No Data,No Data,No Data,No Data
724,3679266090ddad1bdf52e6d26ff1422d8e2bb078,follow my insta- tiktoknaohk -,zlRi6pg,0,2,39,19,19,No Data,No Data,No Data,No Data,No Data,No Data
725,1f22e9a5b457816175dd998eed66603073f60dd4,defend the cross -,pxS1z-u,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
726,77c49da71bc04cc8172be483aea2c5b55cbeccbf,"idk but this is so hard  (yes, its simple but i love it) -  is Lord  -",HpwV4dR,0,1,19,8,35,No Data,No Data,No Data,No Data,No Data,No Data
727,32179db9f0733872fc68a03084e41513d1ae31b4,"there is no other God, but Jesus Christ -",y8YMet5,2,2,28,6,30,No Data,No Data,No Data,No Data,No Data,No Data
742,fa05e6bf55720348c1e024508134dfacc7e08977,Ram bhagat hanuman arati,JZeKwIB,0,2,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
743,e09a4508d848add446e4c6e6fd8b456451c3cf34,Ram inside hanuman,qiuk6Px,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
744,f34b2609adec4e6dc104ab0acea750ff253f36a3,I close my eyes and found god on my back,0p7OyND,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
745,42b4f87d944ab0d4bcac929676f14723ffd2b879,mere tan man dhadakan me जय श्रीराम  जय बजरंगबली,RMPapjq,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
746,01a0362bfce6ac1f2046b4387a456632005269b4,Raghu pati raghav raja ram,UKEW-yS,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
748,e41ba23b2405ec8fef34f27425d6aee92a5a589a,Ram naam ucharam,omfdAlw,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
750,5b1b7e8035f3f12f6ed8806f1df64d250b3da779,श्री राम जय राम जय जय राम!,VS3t1ah,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
751,4bfb96f71c2518d2dd0c95ee9031739527269663,जय हनुमान ज्ञान गुण सागर  Let the triumphant chant of Jai Hanuman Gyan Gun Sagar,TxDEn-Z,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
752,29821efcd7395dde81038023dbeaf5bb9ec38f63,Happy ram navami,tUR7rgp,0,2,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
753,5431859181847d19d1d44f37efc3d9e1afef17ae,"Today marks a momentous day as we celebrate the inauguration of the grand Ram Temple, a symbol of our eternal faith and devotion",gzPR_EJ,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
754,1ee2830d14d5ce683da041375015684cfc0270e4,Jay shree Ram . Rama Trance,3jCQrBD,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
755,44385ca26b34f22b1dea3caf5edc9a731b1b17c5,जय श्री राम! जय बजरंगबली!,TjfJRGM,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
756,fe044988cca96c921a37de3a6395ac17d4bfde97,"Lord Rama, a central figure in Hinduism , is revered as the seventh avatar of the god Vishnu",DZNGLO6,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
757,d61e061fe41d5e2a415877948306fef26e45f95c,"Mere Ghar Ram says hai, He is the protagonist of the ancient Indian epic, the Ramayana",2YP40PX,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
758,820e7c7953241debd13df7c65db646e593b183cd,"Lord Rama, the epitome of righteousness, virtue, and unwavering devotion",Y1C6sqi,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
759,a7c9a9b2bcafa53076dc107f8df2cceeaa18d815,"Embrace the might and spirituality of Lord Hanuman, a beacon of strength and loyalty",yKPlSvE,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
760,469ab1dc45bcb6074d5af0465d62cdefd76a3b1c,This sacred sanctuary is not just a monument but a testament to the virtues of Lord Rama – truth,aV2VETY,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
761,e791d842b12b41514fb1a8396e3218190c91b4f1,tiktok removed my last vid  -,1HEFyar,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
762,a863bcc57492737fe7175b659b55bfdb5d43964a,part 2 -,Ar2rTTe,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
764,e7d1d1c571b9dae64040e496d5a6f6307aa2a25c,israel,ODkgPwV,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
765,61bc720115013ed23a9e3f73b40983c6b8582606,introduction vid by-  King  -,xp-vIMN,1,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
766,801655b7b29da4441eab86116bf81d357b610126,hard  [fake all],TZ0zq3g,1,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
767,378dcf563bfc7e8806ba3e27dd86e97b159b33d2,brazilian 🗣,uBn-55j,1,0,21,15,17,No Data,No Data,No Data,No Data,No Data,No Data
768,1a238f445ff9a43f30b8c45fc3c1061a6e4bc67f,archangel michael just appeared 🗣,-KwUXLY,2,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
769,0caea192a883aed6afc73ba3fd98ff28382dc20f,these orthodox monks,a-byE7R,1,0,9,4,36,No Data,No Data,No Data,No Data,No Data,No Data
770,7ed90cbe233d8783608ddede2276c1cf861f0837,lucifer or LOSEfer,AOXQdda,0,2,31,17,12,No Data,No Data,No Data,No Data,No Data,No Data
771,987fb61b11e8addb3297633351d842fa92cc9bd4,fear God,rlZrBvr,0,0,15,4,38,No Data,No Data,No Data,No Data,No Data,No Data
772,a079d86db40fa96359ecc19ac95b8c4cadec1193,jesus,Gd6LANM,0,0,10,4,35,No Data,No Data,No Data,No Data,No Data,No Data
773,d3763a622d84b68055b6d904ce7d5f6b8541d6ac,jesusismylove,O9yBtoZ,0,2,19,6,43,No Data,No Data,No Data,No Data,No Data,No Data
774,a5edfefe341adf40376791bb007628fed438c814,tiktok removed my last vid  -,UFPNNCZ,0,1,14,6,48,No Data,No Data,No Data,No Data,No Data,No Data
775,997fc4ee5e2ec504d8ffe1a8b7868dac47d73a2d,part 2,CYynRH3,0,2,10,4,33,No Data,No Data,No Data,No Data,No Data,No Data
776,d4f8cd5befa63ea32428ce7597be80c8ca072389,King Baldwin IV of Jerusalem. -,Q_-JdvZ,0,0,6,4,34,No Data,No Data,No Data,No Data,No Data,No Data
777,a40981aa20eab44c8ab69fc49d96be13a9f98346,these orthodox monks  [fake all] -,I0BILeJ,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
779,9679a909ed45a640726bdc056bf5c05d1735b59d,You really changed these past year what happen?,Dukda52,0,1,31,16,18,No Data,No Data,No Data,No Data,No Data,No Data
780,4ae18e3db3c5fc60ec58f9aaeb755b1384dff057,John 3-16,RUR2dnP,0,2,37,19,11,No Data,No Data,No Data,No Data,No Data,No Data
781,272b34451454607ed35f724b8cda1d5b3b0ef287,introduction vid by-  King,hBZW7PO,0,1,10,5,30,No Data,No Data,No Data,No Data,No Data,No Data
782,ceeb02061742cf4dec631579576aa5ba54f04331,follow my other acc-  - idea-  عظيم,3NgTIXa,0,0,11,9,34,No Data,No Data,No Data,No Data,No Data,No Data
784,a40d4a81ba376b9cfe64d60e91c5d70a798e64bd,"OvaDrive! Day 1 of sharing UPDATES till we reach WHOOPING 100K users.

Android: https://lnkd.in/g3hJSFN2
iOS: https://lnkd.in/gGT4-Sq9",JdDPfrv,0,4,24,0,0,No Data,No Data,No Data,No Data,No Data,No Data
785,dff647fc7d5e1ee7040716b4ca39ae4bd700f80a,God Chose You,seLotnd,2,0,15,5,30,No Data,No Data,No Data,No Data,No Data,No Data
786,e2ef7c376c8c503859f89eddc295f5bc92e2c64e,What Is Gog And Magog,pxd_8nz,0,0,6,5,25,No Data,No Data,No Data,No Data,No Data,No Data
788,82b20f96f14157d110f9e329f5fdbf087c96f121,Prayer before bed,7ftxFGZ,1,2,11,6,35,No Data,No Data,No Data,No Data,No Data,No Data
789,07678b28f0e1a676659bdf1f74a3c194786f103c,jesus..is..my..hero,tfhYgig,0,1,25,7,43,No Data,No Data,No Data,No Data,No Data,No Data
790,8e11d71c71754f3dc24aec2615343d1b6e697676,5 Bible Verses To Invite The Presence Of God,GtvSsil,0,0,33,10,36,No Data,No Data,No Data,No Data,No Data,No Data
791,2c99e59fc0c42ee1306fe8c1ca4acfcb32c10fef,Scariest Prediction From The Bible,Wu14GMD,0,0,7,2,31,No Data,No Data,No Data,No Data,No Data,No Data
792,9679ebc20bec91cead8f25987c413a6f6568d787,Share God's faith and love with those around you by living true to His values __and teachings.,ogrz2Jy,0,0,12,10,17,No Data,No Data,No Data,No Data,No Data,No Data
793,be99f3da4ef5419028f17dd765a12d3d8978cc0b,Lord Jesus- God is Taking You Out of The Hour of,tk_dKi3,0,0,6,4,33,No Data,No Data,No Data,No Data,No Data,No Data
794,a5b58e7a234a95c04987a7c0bd253542f317ec39,Jesus's Warning About Demonic Attacks,4LwLT8P,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
795,8abe50aaedce647f2db56d9293d58a8d6aaf90fa,prayer_bible,FQVkTgo,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
796,f7582cd04ae2f598ced110b2899a2c64e330f940,Why Are Good People Hated,Mq5ElMO,0,2,12,10,32,No Data,No Data,No Data,No Data,No Data,No Data
797,d300f68e42c7469dce947c85d146dfd4b5c3f57f,The Most Tragic Story Of Lust,ansiGoJ,0,0,15,6,38,No Data,No Data,No Data,No Data,No Data,No Data
798,40bcf47dc743dfcdb4d85df84d350a67c1dfd59a,The greatest man in history Jesus. Matthew 20-19  He said He would and that He is the Son of God as He claimed to be. Christ is alive! He is living today,XGzcICI,0,0,19,6,34,No Data,No Data,No Data,No Data,No Data,No Data
800,c17d6b6ce7b0fb380e61cf68a13ba1af460822de,Vishnupuran,DjoP2cQ,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
801,2e6cf97ecb918b4f6dac41424f8b5f016b78bf84,Rama in front of love kush in war,womWP8k,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
802,275473390ebc468843bef492c14bc0436660e8f4,march prade on shri rama,BqEsAPP,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
803,206b7c101fbc636ceab203ff5f694340fae508ea,3 प्रकारको मान्छेहरु,m22EaqI,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
804,20f02a84098fdee1d2bd6a9778cf8df419b7d615,Raaj dharam or love kush,QZhEavL,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
805,3a49f9ed74e466e135ccd73d473a77d133f37a38,first meet of shatrughan with love kush,Fom2XOH,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
806,c58c29fba5a391a43c64e7f9e2e6e6f2377de270,True Brothers - Ramayana,R-6a0tm,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
807,e6b951b692e21da6411e3b4d0adfdcd6e6f2cc0c,love kush fight with shatrughan,CesjzIO,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
808,6397155b2309a6132fd33f111eea53aa27d2c66d,love kush in from of shaturu ghan,DE4YcBK,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
809,d628604212a066daeaac98a184f21dc8a97c1c2e,History of ramanana,sQafK_I,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
